Timestamp,Unixtime,Int64time,LapseTime,stateDMA1,voltageSetDMA1,voltageReadDMA1,currentDiameterDMA1,stateDMA2,voltageSetDMA2,voltageReadDMA2,currentDiameterDMA2,TESet,TE1ReadT1,TE1ReadT2,N1cpcCount,N2cpcCount,N1cpcSerial,N2cpcSerial,RH1,RH2
2025-05-06T14:57:02.369,1.746543422369e9,63882226622369,313.027,CLASSIFIER,54.0,272.59310394595104,49.885222562668396,DOWNSCAN,168.23535668456412,-165.62140834003003,54.70367903108698,72.94160808372497,NaN,NaN,0.0,2.7134075682522085,3500.0,1.3,27.259310394595104,21.79897457236848
2025-05-06T14:57:02.485,1.746543422485e9,63882226622485,313.138,CLASSIFIER,54.0,272.480819906491,49.885222562668396,DOWNSCAN,167.70517811464038,-165.42400113257827,54.61064817597579,72.94160808372497,NaN,NaN,0.0,10.822427731283724,3500.0,1.3,27.248081990649098,21.788116335585528
2025-05-06T14:57:02.687,1.746543422687e9,63882226622687,313.251,CLASSIFIER,54.0,272.50673160790484,49.885222562668396,DOWNSCAN,167.16593381775502,-164.663983383889,54.51590006842982,72.94592016029358,NaN,NaN,0.0,3.977478410366756,3570.0,4.7,27.250673160790484,21.771582202302397
2025-05-06T14:57:02.797,1.746543422797e9,63882226622797,313.459,CLASSIFIER,54.0,272.3870442251837,49.885222562668396,DOWNSCAN,166.180488268939,-163.01316561157364,54.34242040195935,72.94592016029358,NaN,NaN,0.0,5.055391208680998,3570.0,4.7,27.238704422518367,21.791694618161728
2025-05-06T14:57:02.908,1.746543422908e9,63882226622908,313.569,CLASSIFIER,54.0,272.60174117975566,49.885222562668396,DOWNSCAN,165.661156774591,-162.89965646728888,54.25082276003169,72.94592016029358,NaN,NaN,0.0,2.7284166811942514,3570.0,4.7,27.260174117975566,21.727532309898834
2025-05-06T14:57:03.019,1.746543423019e9,63882226623019,313.679,CLASSIFIER,54.0,272.70785576649814,49.885222562668396,DOWNSCAN,165.14329245215802,-162.29139550932814,54.15936385718467,72.94592016029358,NaN,NaN,0.0,8.182783746386978,3570.0,4.7,27.270785576649814,21.77676454258517
2025-05-06T14:57:03.132,1.746543423132e9,63882226623132,313.789,CLASSIFIER,54.0,271.75282448581584,49.885222562668396,DOWNSCAN,164.62436099868071,-162.1815877501831,54.067595676338975,72.94592016029358,NaN,NaN,0.0,6.783635947716443,3570.0,4.7,27.175282448581584,21.796753569390148
2025-05-06T14:57:03.243,1.746543423243e9,63882226623243,313.904,CLASSIFIER,54.0,272.42776261311974,49.885222562668396,DOWNSCAN,164.08781624572572,-160.6825267685963,53.972584962145504,72.94592016029358,NaN,NaN,0.0,9.155927039006235,3570.0,4.7,27.242776261311974,21.834757398130478
2025-05-06T14:57:03.356,1.746543423356e9,63882226623356,314.013,CLASSIFIER,54.0,272.59433783649456,49.885222562668396,DOWNSCAN,163.57938649921823,-159.44256274678992,53.88243235200027,72.94592016029358,NaN,NaN,0.0,13.759305119432925,3570.0,4.7,27.259433783649456,21.771582202302397
2025-05-06T14:57:03.47,1.74654342347e9,63882226623470,314.124,CLASSIFIER,54.0,272.1896217382209,49.885222562668396,DOWNSCAN,163.06093699412045,-160.65291568747853,53.79038177673917,72.94592016029358,NaN,NaN,0.0,12.105989854465077,3570.0,4.7,27.218962173822092,21.803046411162086
