Timestamp,Unixtime,Int64time,LapseTime,stateDMA1,voltageSetDMA1,voltageReadDMA1,currentDiameterDMA1,stateDMA2,voltageSetDMA2,voltageReadDMA2,currentDiameterDMA2,TESet,TE1ReadT1,TE1ReadT2,N1cpcCount,N2cpcCount,N1cpcSerial,N2cpcSerial,RH1,RH2
2025-05-05T14:11:40.839,1.746454300839e9,63882137500839,0.120,CLASSIFIER,-36.0,243.96931111743925,40.2091983562328,HOLD,25.0,-22.578912025437603,20.13996686377081,45.845577535629275,NaN,NaN,0.0,0.0,3650.0,0.0,24.396931111743925,17.682962497303834
2025-05-05T14:11:40.946,1.746454300946e9,63882137500946,0.377,CLASSIFIER,-36.0,243.9076165902634,40.2091983562328,HOLD,25.0,-23.00703890659861,20.13996686377081,45.845577535629275,NaN,NaN,0.0,0.0,3650.0,0.0,24.39076165902634,17.749099030436355
2025-05-05T14:11:41.059,1.746454301059e9,63882137501059,0.485,CLASSIFIER,-36.0,244.0803612663558,40.2091983562328,HOLD,25.0,-21.832466022260633,20.13996686377081,45.845577535629275,NaN,NaN,0.0,0.0,3650.0,0.0,24.40803612663558,17.698756296260854
2025-05-05T14:11:41.166,1.746454301166e9,63882137501166,0.599,CLASSIFIER,-36.0,243.23638013459004,40.2091983562328,HOLD,25.0,-21.58817460303908,20.13996686377081,45.845577535629275,NaN,NaN,0.0,0.0,3650.0,0.0,24.323638013459004,17.622131693508436
2025-05-05T14:11:41.274,1.746454301274e9,63882137501274,0.705,CLASSIFIER,-36.0,244.29875989255834,40.2091983562328,HOLD,25.0,-21.963248297197424,20.13996686377081,45.845577535629275,NaN,NaN,0.0,0.0,3650.0,0.0,24.429875989255834,17.68913195002142
2025-05-05T14:11:41.382,1.746454301382e9,63882137501382,0.812,CLASSIFIER,-36.0,244.35058329538606,40.2091983562328,HOLD,25.0,-22.371634457613254,20.13996686377081,45.845577535629275,NaN,NaN,0.0,0.0,3650.0,0.0,24.435058329538606,17.715290429543984
2025-05-05T14:11:41.541,1.746454301541e9,63882137501541,0.920,CLASSIFIER,-36.0,244.04087676896324,40.2091983562328,HOLD,25.0,-21.42654745193795,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.404087676896324,17.6983861290978
2025-05-05T14:11:41.646,1.746454301646e9,63882137501646,1.082,CLASSIFIER,-36.0,244.14205579353165,40.2091983562328,HOLD,25.0,-22.11377129287939,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.414205579353165,17.722323605642032
2025-05-05T14:11:41.754,1.746454301754e9,63882137501754,1.187,CLASSIFIER,-36.0,244.39253557386564,40.2091983562328,HOLD,25.0,-22.312412295377726,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.439253557386564,17.683209275412537
2025-05-05T14:11:41.861,1.746454301861e9,63882137501861,1.292,CLASSIFIER,-36.0,244.36662387245178,40.2091983562328,HOLD,25.0,-22.076757441482187,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.43666238724518,17.67703982269495
2025-05-05T14:11:41.975,1.746454301975e9,63882137501975,1.400,CLASSIFIER,-36.0,244.0803612663558,40.2091983562328,HOLD,25.0,-22.559171304692427,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.40803612663558,17.682345552032075
2025-05-05T14:11:42.082,1.746454302082e9,63882137502082,1.514,CLASSIFIER,-36.0,244.11244242048724,40.2091983562328,HOLD,25.0,-22.284035009306535,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.411244242048724,17.68641739082568
2025-05-05T14:11:42.19,1.74645430219e9,63882137502190,1.621,CLASSIFIER,-36.0,243.92735883895966,40.2091983562328,HOLD,25.0,-21.769542474885384,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.392735883895966,17.680001159999392
2025-05-05T14:11:42.297,1.746454302297e9,63882137502297,1.728,CLASSIFIER,-36.0,243.68304851134326,40.2091983562328,HOLD,25.0,-21.84233638263322,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.368304851134326,17.626326921356394
2025-05-05T14:11:42.405,1.746454302405e9,63882137502405,1.835,CLASSIFIER,-36.0,244.19881475853344,40.2091983562328,HOLD,25.0,-21.361156314469554,20.13996686377081,45.84983424377442,NaN,NaN,0.0,0.0,3690.0,0.0,24.419881475853344,17.67987777094504
2025-05-05T14:11:42.566,1.746454302566e9,63882137502566,1.943,CLASSIFIER,-36.0,244.40734226038785,40.2091983562328,HOLD,25.0,-21.19829536832185,20.13996686377081,45.85425257968902,NaN,NaN,0.0,0.0,3660.0,0.0,24.440734226038785,17.668525977944682
2025-05-05T14:11:42.672,1.746454302672e9,63882137502672,2.105,CLASSIFIER,-36.0,244.0458123311373,40.2091983562328,HOLD,25.0,-22.572743050204735,20.13996686377081,45.85425257968902,NaN,NaN,0.0,0.0,3660.0,0.0,24.40458123311373,17.678767269455875
2025-05-05T14:11:42.777,1.746454302777e9,63882137502777,2.212,CLASSIFIER,-36.0,244.25187205190468,40.2091983562328,HOLD,25.0,-21.679475436485518,20.13996686377081,45.85425257968902,NaN,NaN,0.0,0.0,3660.0,0.0,24.42518720519047,17.67839710229282
