v,Dd,zend,Ls1,q,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61
-100,1.0e-8,18.7,6.71,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5010276043099685e-278,1.9856144171339986e-126,6.3370177300593505e-52,1.2810634195087175e-6,-2.42107244566108e-6,1.1403941964549192e-6,1.010157021543065e-8,0.0007930837917381204,0.5828010803138209,0.4164024701513049,3.355256395333308e-6,2.0292819374739082e-16,1.7173440927849887e-28,2.8139635735345804e-49,5.248429100360308e-88,4.741207367725753e-177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,6.8100000000000005,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4087840828770791e-278,1.3380139437089813e-126,5.91415385513805e-52,7.947354525827392e-7,-1.5017733748229528e-6,7.073781382741437e-7,9.662882485442027e-9,0.0007912461972355623,0.5902120098201364,0.40899469612858835,2.0378509414270594e-6,5.027193550457984e-17,1.972674304563364e-29,1.5671800209750888e-50,1.4242316443899988e-89,6.258687161908008e-179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,6.91,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.418051385122058e-279,8.383159629776744e-127,1.0452333672210744e-52,1.3070724876401951e-6,-2.4704488491416707e-6,1.1636518753433325e-6,8.637019320689361e-9,0.0007592045216497675,0.590631428087157,0.4086079560706761,1.4024079832122486e-6,1.685265330658975e-17,3.581657087905958e-30,1.5987778207554657e-51,8.193923576535045e-91,2.0273497423621613e-180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.010000000000001,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.781194079285747e-279,4.945793260432632e-127,1.004929519169818e-51,-1.2485385964645146e-6,2.3607124938153023e-6,-1.1119627723066335e-6,7.474322191455264e-9,0.0007131998734648949,0.586228763250305,0.41305696466424746,1.0645265355301841e-6,7.135855901303704e-18,9.254628537698841e-31,2.5986678932318456e-52,8.39688325917699e-92,1.3072362549149934e-181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.11,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0485808528992623e-279,1.4273270740673676e-127,-3.486700931212672e-52,1.4475020356715906e-6,-2.736128885321022e-6,1.2887947210995315e-6,6.455731162922111e-9,0.0006659654848891798,0.5793393882138335,0.4199937775066654,8.621710098168805e-7,3.506199166465404e-18,2.991199251681539e-31,5.672969547703183e-53,1.2395018463457443e-92,1.3018565432479877e-182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4591434418162778e-278,-7.766440061320192e-127,6.005542978726215e-53,-3.2775580523683395e-7,6.198113206052817e-7,-2.9194873613338745e-7,5.768368043608513e-9,0.0006346991765681773,0.575880034184573,0.42348467763829034,5.831254207307492e-7,9.737583269608598e-19,3.948562028700715e-32,3.726516177975003e-54,4.0541966632698036e-94,2.1100444654074715e-184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.3100000000000005,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.409228902556931e-278,-3.01478114679911e-126,-1.6493072231706508e-51,1.449028417849899e-6,-2.7393591246601325e-6,1.2903162437232165e-6,5.179390397102832e-9,0.0006018596801009376,0.5694437181255025,0.4299539251889346,4.918405346124718e-7,5.151761209568585e-19,1.4180221929491537e-32,9.298450110893259e-55,7.021292204217417e-95,2.5277613237953973e-185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.41,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8292778712516859e-280,4.0322013336895234e-128,-2.4587776677552e-52,7.429569356450388e-7,-1.4043872872785178e-6,6.615064669031702e-7,4.455372905613953e-9,0.0005555641669626418,0.5575810678574284,0.44186288826268877,4.751814319262804e-7,3.7817018744984147e-19,8.325633675187191e-33,4.423526704906591e-55,2.698835513012697e-95,7.8225387465635e-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.510000000000001,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2600948024288504e-280,6.350127549478392e-128,4.31991434611424e-52,-7.620438878708561e-7,1.4407581493147176e-6,-6.786380968753833e-7,4.199527192450977e-9,0.0005409119738033226,0.5546677421389695,0.44479094742184844,3.9418968653553514e-7,1.8939363272851351e-19,2.7297487036847316e-33,9.71580097552728e-56,3.9630720002551505e-96,7.649070384351162e-187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-100,1.0e-8,18.7,7.61,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.033271073762018e-280,9.005234701123689e-128,-4.216649115987154e-52,1.1898628344217274e-6,-2.249253275344409e-6,1.0594624142790885e-6,4.036578301283009e-9,0.0005316272998900515,0.5532572121188032,0.44621083503223463,3.2144052075009694e-7,9.094676883629903e-20,8.364671454507841e-34,1.9444516017835417e-56,5.170750946268555e-97,6.480626821194696e-188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
